Tools,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256112,1,OK,0.6895974,0.4476544,0.2588784,-0.5069941,64.752,-91.907,-256.842,0.0343715,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256112,1,OK,0.6801239,-0.3642542,-0.6064146,-0.1923839,92.050,-107.722,-162.128,0.0004468,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256112,1,OK,0.7878341,0.5556209,-0.0631433,0.2581002,25.842,59.146,-284.328,0.0526780,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256120,1,OK,0.6900069,0.4477512,0.2584652,-0.5065620,64.799,-91.990,-256.758,0.0467638,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256120,1,OK,0.6802293,-0.3645715,-0.6062224,-0.1920158,92.046,-107.724,-162.142,0.0017800,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256120,1,OK,0.7875532,0.5558430,-0.0631223,0.2584843,25.944,59.153,-284.422,0.0524198,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256128,1,OK,0.6896183,0.4473448,0.2593013,-0.5070227,65.006,-92.054,-256.759,0.0398878,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256128,1,OK,0.6802926,-0.3647709,-0.6060833,-0.1918521,92.044,-107.719,-162.135,0.0037584,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256128,1,OK,0.7873614,0.5560600,-0.0630315,0.2586238,26.021,59.159,-284.518,0.0525717,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256136,1,OK,0.6895130,0.4467629,0.2598356,-0.5074054,64.977,-92.116,-256.679,0.0469033,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256136,1,OK,0.6803169,-0.3647813,-0.6060702,-0.1917871,92.047,-107.718,-162.146,0.0042288,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256136,1,OK,0.7871638,0.5561970,-0.0630784,0.2589192,26.107,59.159,-284.566,0.0525237,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256144,1,OK,0.6903394,0.4473585,0.2585708,-0.5064021,64.927,-92.114,-256.637,0.0488826,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256144,1,OK,0.6803677,-0.3649678,-0.6059672,-0.1915778,92.057,-107.714,-162.162,0.0060402,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256144,1,OK,0.7870462,0.5563297,-0.0629876,0.2590139,26.202,59.165,-284.603,0.0526863,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256152,1,OK,0.6911817,0.4480739,0.2577175,-0.5050538,64.946,-91.761,-256.575,0.0441007,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256152,1,OK,0.6804909,-0.3654141,-0.6057104,-0.1911012,92.057,-107.715,-162.159,0.0076605,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256152,1,OK,0.7868930,0.5564435,-0.0628968,0.2592566,26.264,59.165,-284.650,0.0522014,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256160,1,OK,0.6900584,0.4472168,0.2589942,-0.5066936,65.000,-91.971,-256.684,0.0401693,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256160,1,OK,0.6804954,-0.3654444,-0.6057089,-0.1910318,92.059,-107.718,-162.160,0.0087739,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256160,1,OK,0.7867524,0.5565170,-0.0629256,0.2595184,26.330,59.163,-284.705,0.0518137,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256168,1,OK,0.6901272,0.4473016,0.2588430,-0.5066024,64.938,-92.025,-256.648,0.0428442,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256168,1,OK,0.6804285,-0.3652290,-0.6058521,-0.1912280,92.060,-107.720,-162.168,0.0079096,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256168,1,OK,0.7866202,0.5565761,-0.0630197,0.2597696,26.385,59.170,-284.760,0.0520414,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256176,1,OK,0.6902308,0.4472489,0.2588658,-0.5064961,64.955,-92.043,-256.603,0.0442929,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256176,1,OK,0.6804114,-0.3650522,-0.6059360,-0.1913602,92.055,-107.722,-162.185,0.0069899,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256176,1,OK,0.7865327,0.5566176,-0.0630569,0.2599364,26.415,59.174,-284.808,0.0517136,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256184,1,OK,0.6904411,0.4470781,0.2590606,-0.5062608,64.986,-92.021,-256.578,0.0447365,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256184,1,OK,0.6804178,-0.3651310,-0.6059123,-0.1912621,92.061,-107.723,-162.181,0.0071593,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256184,1,OK,0.7864172,0.5566151,-0.0632084,0.2602544,26.439,59.179,-284.787,0.0517287,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256192,1,OK,0.6907675,0.4470877,0.2589492,-0.5058639,65.040,-92.042,-256.557,0.0450383,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256192,1,OK,0.6803921,-0.3649723,-0.6059716,-0.1914686,92.051,-107.719,-162.177,0.0054113,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256192,1,OK,0.7863675,0.5565848,-0.0632972,0.2604478,26.454,59.177,-284.769,0.0518928,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256200,1,OK,0.6910329,0.4470872,0.2588896,-0.5055321,65.078,-92.097,-256.547,0.0440135,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256200,1,OK,0.6802718,-0.3645965,-0.6061970,-0.1918982,92.051,-107.718,-162.161,0.0040002,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256200,1,OK,0.7863386,0.5565817,-0.0633357,0.2605323,26.464,59.185,-284.801,0.0522932,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256208,1,OK,0.6912968,0.4471608,0.2587097,-0.5051982,65.087,-92.168,-256.547,0.0441178,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256208,1,OK,0.6801537,-0.3642324,-0.6064035,-0.1923550,92.034,-107.723,-162.139,0.0013245,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256208,1,OK,0.7863075,0.5565849,-0.0633206,0.2606227,26.458,59.185,-284.842,0.0513678,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256216,1,OK,0.6915563,0.4473012,0.2584784,-0.5048370,65.082,-92.256,-256.537,0.0444501,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256216,1,OK,0.6802104,-0.3644743,-0.6062485,-0.1921851,92.022,-107.725,-162.123,0.0020512,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256216,1,OK,0.7862488,0.5565907,-0.0634431,0.2607579,26.461,59.202,-284.900,0.0513522,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256224,1,OK,0.6917185,0.4473830,0.2584062,-0.5045792,65.058,-92.356,-256.498,0.0461774,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256224,1,OK,0.6801026,-0.3640671,-0.6064931,-0.1925660,92.021,-107.725,-162.140,0.0017375,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256224,1,OK,0.7861799,0.5565757,-0.0636221,0.2609538,26.439,59.209,-284.918,0.0510448,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256232,1,OK,0.6936243,0.4492776,0.2561184,-0.5014363,64.890,-92.408,-256.422,0.0903392,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256232,1,OK,0.6800520,-0.3639673,-0.6065737,-0.1926797,92.025,-107.727,-162.139,0.0017079,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256232,1,OK,0.7861188,0.5565614,-0.0638445,0.2611139,26.418,59.223,-284.955,0.0514283,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256240,1,OK,0.6936764,0.4490154,0.2562604,-0.5015265,64.910,-92.578,-256.313,0.0976306,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256240,1,OK,0.6800727,-0.3640572,-0.6065135,-0.1926263,92.023,-107.726,-162.120,0.0016332,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256240,1,OK,0.7860653,0.5565585,-0.0640904,0.2612211,26.374,59.226,-284.970,0.0520881,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256248,1,OK,0.6940717,0.4491084,0.2559083,-0.5010759,64.839,-92.772,-256.178,0.1039969,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256248,1,OK,0.6801439,-0.3642621,-0.6063675,-0.1924471,92.015,-107.724,-162.109,0.0016395,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256248,1,OK,0.7860129,0.5565792,-0.0643028,0.2612824,26.327,59.234,-284.988,0.0524459,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256256,1,OK,0.6950745,0.4498369,0.2545001,-0.4997478,64.638,-93.027,-256.096,0.1124041,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256256,1,OK,0.6801580,-0.3643546,-0.6063309,-0.1923375,92.020,-107.724,-162.106,0.0014267,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256256,1,OK,0.7859636,0.5565813,-0.0645706,0.2613601,26.277,59.232,-285.030,0.0525745,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256264,1,OK,0.6956795,0.4506416,0.2529333,-0.4989758,63.987,-94.347,-255.598,0.0442644,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256264,1,OK,0.6801259,-0.3642904,-0.6063760,-0.1924305,92.018,-107.726,-162.100,0.0014968,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256264,1,OK,0.7859611,0.5565735,-0.0647021,0.2613519,26.214,59.215,-285.098,0.0518944,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256272,1,OK,0.6955516,0.4510242,0.2525026,-0.4990266,63.623,-94.823,-255.454,0.0390967,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256272,1,OK,0.6800421,-0.3641030,-0.6065169,-0.1926369,92.023,-107.731,-162.084,0.0031251,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256272,1,OK,0.7858987,0.5565819,-0.0649823,0.2614519,26.158,59.217,-285.153,0.0517549,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256280,1,OK,0.6960350,0.4521504,0.2514489,-0.4978642,63.456,-95.082,-255.443,0.0434537,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256280,1,OK,0.6800133,-0.3640357,-0.6065656,-0.1927123,92.023,-107.731,-162.083,0.0033242,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256280,1,OK,0.7858669,0.5565714,-0.0652305,0.2615080,26.122,59.209,-285.166,0.0522080,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256288,1,OK,0.6955299,0.4523346,0.2517990,-0.4982257,63.315,-95.205,-255.484,0.0438258,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256288,1,OK,0.6800696,-0.3642664,-0.6064450,-0.1924573,92.026,-107.732,-162.081,0.0017509,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256288,1,OK,0.7858100,0.5565867,-0.0654688,0.2615872,26.069,59.212,-285.185,0.0528602,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256296,1,OK,0.6949326,0.4526584,0.2516329,-0.4988486,63.278,-95.288,-255.461,0.0403307,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256296,1,OK,0.6800330,-0.3641756,-0.6065170,-0.1925312,92.033,-107.734,-162.075,0.0017932,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256296,1,OK,0.7857943,0.5566035,-0.0656200,0.2615604,26.009,59.192,-285.218,0.0518015,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256304,1,OK,0.6953211,0.4532284,0.2510989,-0.4980582,63.217,-95.277,-255.416,0.0432054,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256304,1,OK,0.6800819,-0.3643259,-0.6064193,-0.1923821,92.035,-107.731,-162.074,0.0009928,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256304,1,OK,0.7857683,0.5566023,-0.0658573,0.2615814,25.961,59.180,-285.255,0.0510967,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256312,1,OK,0.6948424,0.4526500,0.2517571,-0.4989192,63.089,-95.468,-255.406,0.0373918,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256312,1,OK,0.6800484,-0.3641298,-0.6065167,-0.1925646,92.031,-107.730,-162.080,0.0014159,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256312,1,OK,0.7857973,0.5566207,-0.0659519,0.2614314,25.917,59.170,-285.280,0.0507302,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256320,1,OK,0.6950227,0.4527834,0.2516462,-0.4986028,62.986,-95.505,-255.521,0.0405079,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256320,1,OK,0.6799963,-0.3639725,-0.6066152,-0.1927357,92.031,-107.730,-162.089,0.0032049,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256320,1,OK,0.7857611,0.5566512,-0.0660736,0.2614445,25.873,59.167,-285.300,0.0506930,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256328,1,OK,0.6967496,0.4534272,0.2500199,-0.4964209,63.175,-95.034,-255.476,0.0681900,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256328,1,OK,0.6800203,-0.3640797,-0.6065366,-0.1926959,92.027,-107.727,-162.073,0.0027952,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256328,1,OK,0.7857677,0.5566669,-0.0661375,0.2613749,25.817,59.146,-285.322,0.0497444,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256336,1,OK,0.6967823,0.4536711,0.2495510,-0.4963882,63.074,-95.130,-255.441,0.0707661,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256336,1,OK,0.6800086,-0.3640523,-0.6065410,-0.1927749,92.021,-107.724,-162.067,0.0023048,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256336,1,OK,0.7857433,0.5566599,-0.0663384,0.2614124,25.785,59.137,-285.334,0.0495137,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256344,1,OK,0.6955061,0.4527414,0.2512516,-0.4981658,63.146,-95.373,-255.501,0.0424338,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256344,1,OK,0.6800243,-0.3640378,-0.6065442,-0.1927371,92.024,-107.723,-162.083,0.0020446,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256344,1,OK,0.7857558,0.5566451,-0.0665016,0.2613649,25.757,59.131,-285.375,0.0498758,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256352,1,OK,0.6953700,0.4529087,0.2512323,-0.4982134,63.124,-95.437,-255.521,0.0439165,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256352,1,OK,0.6800395,-0.3640776,-0.6065139,-0.1927034,92.020,-107.721,-162.090,0.0021918,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256352,1,OK,0.7857954,0.5566716,-0.0665554,0.2611756,25.728,59.136,-285.395,0.0497967,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256360,1,OK,0.6952402,0.4530287,0.2513058,-0.4982484,63.107,-95.467,-255.537,0.0438505,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256360,1,OK,0.6800532,-0.3640815,-0.6065009,-0.1926885,92.020,-107.719,-162.100,0.0018783,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256360,1,OK,0.7857891,0.5567054,-0.0666128,0.2611079,25.690,59.135,-285.385,0.0492635,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256368,1,OK,0.6952228,0.4531569,0.2513164,-0.4981507,63.104,-95.497,-255.551,0.0437483,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256368,1,OK,0.6800414,-0.3640572,-0.6065407,-0.1926510,92.035,-107.720,-162.117,0.0017434,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256368,1,OK,0.7857231,0.5567300,-0.0668118,0.2612030,25.663,59.121,-285.380,0.0492015,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256376,1,OK,0.6952842,0.4532441,0.2512426,-0.4980229,63.102,-95.532,-255.586,0.0448139,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256376,1,OK,0.6800442,-0.3640683,-0.6065392,-0.1926250,92.041,-107.717,-162.129,0.0014081,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256376,1,OK,0.7857282,0.5567807,-0.0668460,0.2610711,25.632,59.111,-285.389,0.0498841,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256384,1,OK,0.6952832,0.4532617,0.2512809,-0.4979889,63.111,-95.559,-255.623,0.0447280,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256384,1,OK,0.6800881,-0.3641860,-0.6064452,-0.1925436,92.031,-107.714,-162.114,0.0010960,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256384,1,OK,0.7857363,0.5568352,-0.0668293,0.2609347,25.609,59.106,-285.421,0.0505360,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256392,1,OK,0.6952471,0.4533776,0.2513936,-0.4978770,63.146,-95.544,-255.663,0.0442491,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256392,1,OK,0.6801100,-0.3642190,-0.6064070,-0.1925240,92.024,-107.711,-162.109,0.0010372,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256392,1,OK,0.7857335,0.5568950,-0.0668230,0.2608172,25.604,59.106,-285.433,0.0512481,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256400,1,OK,0.6952986,0.4533850,0.2514729,-0.4977582,63.181,-95.579,-255.709,0.0433021,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256400,1,OK,0.6800847,-0.3641657,-0.6064470,-0.1925880,92.025,-107.711,-162.117,0.0018386,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256400,1,OK,0.7857421,0.5569648,-0.0667148,0.2606697,25.601,59.104,-285.470,0.0508660,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256408,1,OK,0.6951791,0.4533304,0.2517217,-0.4978492,63.231,-95.599,-255.781,0.0443796,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256408,1,OK,0.6799851,-0.3638330,-0.6066914,-0.1927986,92.046,-107.714,-162.153,0.0023612,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256408,1,OK,0.7857264,0.5570244,-0.0666475,0.2606070,25.609,59.104,-285.487,0.0508538,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256416,1,OK,0.6950147,0.4533406,0.2520068,-0.4979251,63.265,-95.616,-255.875,0.0412746,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256416,1,OK,0.6799669,-0.3637568,-0.6067506,-0.1928204,92.058,-107.711,-162.182,0.0030878,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256416,1,OK,0.7857149,0.5571251,-0.0664909,0.2604661,25.613,59.100,-285.485,0.0503496,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256424,1,OK,0.6941217,0.4540905,0.2527590,-0.4981061,63.394,-95.753,-256.265,0.0395007,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256424,1,OK,0.6799579,-0.3636437,-0.6067820,-0.1929666,92.047,-107.709,-162.176,0.0033500,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256424,1,OK,0.7856514,0.5572810,-0.0663489,0.2603605,25.638,59.106,-285.498,0.0503667,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256432,1,OK,0.6939201,0.4542329,0.2526317,-0.4983217,63.192,-95.695,-256.454,0.0475146,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256432,1,OK,0.6799436,-0.3635937,-0.6068318,-0.1929547,92.056,-107.711,-162.191,0.0036640,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256432,1,OK,0.7856139,0.5573829,-0.0661962,0.2602944,25.661,59.084,-285.549,0.0507590,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256440,1,OK,0.6938152,0.4542815,0.2523277,-0.4985775,63.091,-95.697,-256.601,0.0501500,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256440,1,OK,0.6799521,-0.3636856,-0.6068072,-0.1928291,92.067,-107.713,-162.195,0.0035449,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256440,1,OK,0.7855898,0.5574793,-0.0660667,0.2601935,25.682,59.070,-285.602,0.0508198,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256448,1,OK,0.6935133,0.4545326,0.2524096,-0.4987272,63.153,-95.540,-256.691,0.0470848,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256448,1,OK,0.6800238,-0.3638241,-0.6066871,-0.1926925,92.057,-107.708,-162.194,0.0047391,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256448,1,OK,0.7856140,0.5576089,-0.0657960,0.2599111,25.731,59.071,-285.633,0.0514852,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256456,1,OK,0.6930505,0.4538939,0.2535274,-0.4993849,63.445,-95.419,-256.630,0.0410234,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256456,1,OK,0.6800477,-0.3637886,-0.6066774,-0.1927060,92.047,-107.705,-162.190,0.0055354,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256456,1,OK,0.7855486,0.5577040,-0.0656836,0.2599333,25.779,59.071,-285.655,0.0519178,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256464,1,OK,0.6928849,0.4525820,0.2546104,-0.5002535,63.483,-95.331,-256.304,0.0521428,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256464,1,OK,0.6800057,-0.3637806,-0.6067243,-0.1927217,92.057,-107.709,-162.187,0.0054390,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256464,1,OK,0.7854863,0.5578601,-0.0654666,0.2598413,25.809,59.071,-285.685,0.0517365,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256472,1,OK,0.6940138,0.4535986,0.2531037,-0.4985295,63.480,-95.577,-256.350,0.0434343,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256472,1,OK,0.6800406,-0.3639013,-0.6066419,-0.1926299,92.056,-107.706,-162.183,0.0044187,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256472,1,OK,0.7854463,0.5579793,-0.0652814,0.2597529,25.832,59.055,-285.718,0.0514217,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,256480,1,OK,0.6930792,0.4526844,0.2545358,-0.4999296,63.660,-95.207,-256.181,0.0399029,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,256480,1,OK,0.6800892,-0.3640277,-0.6065566,-0.1924879,92.055,-107.707,-162.164,0.0037373,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,256480,1,OK,0.7854400,0.5580909,-0.0650680,0.2595855,25.870,59.036,-285.743,0.0519093,0
