Tools,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,Frame,Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676088,1,OK,91.6984711,4.9406913,-91.7048074,-3.0504324,50.192,-34.852,-168.357,0.0569860,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676096,1,OK,91.6975809,4.9403769,-91.7039130,-3.0486970,50.192,-34.857,-168.355,0.0562697,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676104,1,OK,91.6960809,4.9379096,-91.7024011,-3.0459061,50.192,-34.853,-168.345,0.0559982,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676112,1,OK,91.6958619,4.9379785,-91.7021814,-3.0454291,50.196,-34.853,-168.349,0.0568869,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676120,1,OK,91.6958972,4.9389460,-91.7022194,-3.0452593,50.207,-34.846,-168.355,0.0569203,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676128,1,OK,91.6981079,4.9389564,-91.7044384,-3.0493032,50.208,-34.856,-168.365,0.0577000,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676136,1,OK,91.7037431,4.9399727,-91.7100972,-3.0590531,50.202,-34.870,-168.378,0.0574098,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676144,1,OK,91.7049825,4.9397331,-91.7113406,-3.0612532,50.204,-34.874,-168.376,0.0575524,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676152,1,OK,91.7054283,4.9386496,-91.7117853,-3.0620615,50.202,-34.878,-168.377,0.0562558,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676160,1,OK,91.7081984,4.9387093,-91.7145658,-3.0671068,50.199,-34.890,-168.369,0.0563967,0
